주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,장애인전용주차구역보유여부,데이터기준일자,제공기관코드,제공기관명
250-2-000061,온의2지구 주차장2,공영,노외,,강원특별자치도 춘천시 온의동 589-8,47,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.86639097,127.721136,Y,2025-11-21,4181000,강원특별자치도 춘천시
250-2-000086,애막골공영주차장,공영,노외,,강원특별자치도 춘천시 석사동 730,64,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.86693526,127.754078,N,2025-11-21,4181000,강원특별자치도 춘천시
250-2-000044,일성아파트뒤,공영,노외,,강원특별자치도 춘천시 퇴계동 693-7,120,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.866963,127.726521,N,2025-11-21,4181000,강원특별자치도 춘천시
250-2-000029,풍물시장,공영,노외,강원특별자치도 춘천시 춘천로17번길 27,강원특별자치도 춘천시 온의동 587-4,232,3,미시행,평일+토요일+공휴일,08:00,20:00,00:00,23:59,00:00,23:59,혼합,30,600,10,300,0,0,75000,현금+신용카드,국가유공자+장애인+고엽제후휴의증+임산부+저공해자동차+경차+전통시장이용자 할인,강원특별자치도 춘천시청,033-250-3316,37.867061,127.719037,Y,2025-11-21,4181000,강원특별자치도 춘천시
250-2-000059,11토지 주차장 1,공영,노외,,강원특별자치도 춘천시 퇴계동 1158,60,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.867343,127.723803,N,2025-11-21,4181000,강원특별자치도 춘천시
250-2-000084,파크푸르지오,공영,노외,,강원특별자치도 춘천시 삼천동 32-19,26,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.86793396,127.7076241,Y,2025-11-21,4181000,강원특별자치도 춘천시
250-2-000083,삼천지구,공영,노외,,강원특별자치도 춘천시 삼천동 797,6,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.867934,127.7073748,Y,2025-11-21,4181000,강원특별자치도 춘천시
250-1-000004,남부막국수 별관,공영,노상,,강원특별자치도 춘천시 효자동 373-99,61,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.869283,127.724351,N,2025-11-21,4181000,강원특별자치도 춘천시
250-1-000025,현대자동차앞,공영,노상,강원특별자치도 춘천시 공지로 359,강원특별자치도 춘천시 효자동 685,26,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.870096,127.726491,N,2025-11-21,4181000,강원특별자치도 춘천시
235-4-000006,경기화물,민영,노외,,경기도 양주시 은현면 운암리 132-8,11,1,미시행,평일+토요일+공휴일,09:00,23:59,09:00,23:59,09:00,23:59,혼합,30,600,10,200,24,7000,60000,현금+카드,,신운철,031-868-2424,37.87018427,127.0165433,,2025-07-31,5590000,경기도 양주시
250-2-000052,남부노외,공영,노외,,강원특별자치도 춘천시 효자동 684-9,8,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.870409,127.725307,N,2025-11-21,4181000,강원특별자치도 춘천시
250-2-000050,문화예술회관,공영,노외,,강원특별자치도 춘천시 효자동 산46-3,130,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.870421,127.737757,Y,2025-11-21,4181000,강원특별자치도 춘천시
252-2-000084,연곡2단지 부영 근처 주차장,공영,노외,,강원특별자치도 강릉시 연곡면 영진리 357-125,8,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 강릉시청 교통과,,37.8704270732,128.8432473815,,2025-11-13,4201000,강원특별자치도 강릉시
250-1-000019,남부시장노상,공영,노상,강원특별자치도 춘천시 공지로 367,강원특별자치도 춘천시 효자동 684-11,4,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.870563,127.7260495,N,2025-11-21,4181000,강원특별자치도 춘천시
250-2-000068,삼천동 공영주차장,공영,노외,,강원특별자치도 춘천시 삼천동 22-15,96,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.87063538,127.7090685,Y,2025-11-21,4181000,강원특별자치도 춘천시
250-2-000057,효자노외1,공영,노외,,강원특별자치도 춘천시 효자동 151-1,57,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.871902,127.734283,Y,2025-11-21,4181000,강원특별자치도 춘천시
252-2-000099,주문진 우신아파트 뒤 주차장,공영,노외,,강원특별자치도 강릉시 주문진읍 교항리 1162-21,26,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 강릉시청 교통과,,37.8719042518,128.8250599528,,2025-11-13,4201000,강원특별자치도 강릉시
265-2-000026,상남면 제1,공영,노외,,강원도 인제군 상남면 상남리 121-1,30,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,60,0,,,,,,,,강원도 인제군청,033-460-2164,37.8721562,128.2601695,,2023-05-18,4331000,강원특별자치도 인제군
252-2-000097,보리골길 공영주차장,공영,노외,,강원특별자치도 강릉시 주문진읍 교항리 1162-20,14,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 강릉시청 교통과,,37.8721770714,128.8255200827,,2025-11-13,4201000,강원특별자치도 강릉시
250-2-000041,후평노외,공영,노외,,강원특별자치도 춘천시 후평동 891-7,43,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.872434,127.752915,N,2025-11-21,4181000,강원특별자치도 춘천시
250-2-000063,공지천노외,공영,노외,,강원특별자치도 춘천시 근화동 365-3,65,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.873761,127.711919,N,2025-11-21,4181000,강원특별자치도 춘천시
250-1-000012,한신아파트상가앞,공영,노상,강원특별자치도 춘천시 부평길8번길 1,강원특별자치도 춘천시 후평동 833-9,12,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.874006,127.751886,N,2025-11-21,4181000,강원특별자치도 춘천시
250-2-000038,춘천중학교뒤,공영,노외,,강원특별자치도 춘천시 근화동 710-49,23,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.874142,127.720319,N,2025-11-21,4181000,강원특별자치도 춘천시
250-1-000008,춘천중 정문-오리온제과,공영,노상,,강원특별자치도 춘천시 근화동 716,13,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.874433,127.718215,N,2025-11-21,4181000,강원특별자치도 춘천시
250-2-000058,효자노외2(구 진로부지),공영,노외,,강원특별자치도 춘천시 효자동 490-1,34,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.874566,127.733533,N,2025-11-21,4181000,강원특별자치도 춘천시
250-2-000048,MBC앞노외,공영,노외,,강원특별자치도 춘천시 삼천동 239-4,30,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.874637,127.703718,N,2025-11-21,4181000,강원특별자치도 춘천시
252-2-000085,영진해변 공영주차장,공영,노외,,강원특별자치도 강릉시 연곡면 영진리 367-19,40,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 강릉시청 교통과,,37.8753273092,128.837727331,,2025-11-13,4201000,강원특별자치도 강릉시
250-2-000066,공지천 주차장,공영,노외,,강원특별자치도 춘천시 근화동 785-10,130,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.87545777,127.712444,N,2025-11-21,4181000,강원특별자치도 춘천시
250-2-000049,팔호노외,공영,노외,,강원특별자치도 춘천시 효자동 652-1,15,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.875632,127.735564,N,2025-11-21,4181000,강원특별자치도 춘천시
250-1-000022,춘천교육문화관,공영,노상,강원특별자치도 춘천시 중앙로107번길 14,강원특별자치도 춘천시 중앙로3가 26-1,7,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.875689,127.723624,N,2025-11-21,4181000,강원특별자치도 춘천시
250-2-000039,후평동 택지개발지구1,공영,노외,,강원특별자치도 춘천시 후평동 876,24,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.875707,127.758029,Y,2025-11-21,4181000,강원특별자치도 춘천시
250-1-000002,계림탕,공영,노상,강원특별자치도 춘천시 금강로 119,"강원특별자치도 춘천시 운교동 179-7, 바우연못 주변",17,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.876008,127.732782,N,2025-11-21,4181000,강원특별자치도 춘천시
250-2-000040,후평동 택지개발지구2,공영,노외,,강원특별자치도 춘천시 후평동 871-4,25,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.876016,127.757907,Y,2025-11-21,4181000,강원특별자치도 춘천시
250-1-000017,효자동 메가시티,공영,노상,강원특별자치도 춘천시 춘천로 188,강원특별자치도 춘천시 효자동 654-3,20,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.876276,127.735269,N,2025-11-21,4181000,강원특별자치도 춘천시
250-1-000006,후평3동사무소뒤,공영,노상,강원특별자치도 춘천시 후만로 83,강원특별자치도 춘천시 후평동 805-1,12,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.87652034,127.753867,N,2025-11-21,4181000,강원특별자치도 춘천시
250-1-000024,농협마트,공영,노상,강원특별자치도 춘천시 중앙로 105,"강원특별자치도 춘천시 중앙로3가 61, 도지부 농협마트",10,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.876672,127.7238599,N,2025-11-21,4181000,강원특별자치도 춘천시
250-1-000023,도농협옆,공영,노상,강원특별자치도 춘천시 중앙로 105,강원특별자치도 춘천시 중앙로3가 61,18,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.876672,127.7238599,N,2025-11-21,4181000,강원특별자치도 춘천시
250-2-000031,동부시장,공영,노외,강원특별자치도 춘천시 동부시장길 8-10,강원특별자치도 춘천시 운교동 182-10,60,3,미시행,평일+토요일+공휴일,08:00,20:00,00:00,23:59,00:00,23:59,혼합,30,600,10,300,0,0,75000,현금+신용카드,국가유공자+장애인+고엽제후휴의증+임산부+저공해자동차+경차+전통시장이용자 할인,강원특별자치도 춘천시청,033-250-3316,37.876904,127.734302,Y,2025-11-21,4181000,강원특별자치도 춘천시
250-2-000032,제일중앙,공영,노외,강원특별자치도 춘천시 약사고개길 8-1,강원특별자치도 춘천시 죽림동 93,122,3,미시행,평일+토요일+공휴일,08:00,20:00,00:00,23:59,00:00,23:59,혼합,30,600,10,300,0,0,75000,현금+신용카드,국가유공자+장애인+고엽제후휴의증+임산부+저공해자동차+경차+전통시장이용자 할인,강원특별자치도 춘천시청,033-250-3316,37.877107,127.725207,Y,2025-11-21,4181000,강원특별자치도 춘천시
250-1-000007,후평3-4단지아파트,공영,노상,강원특별자치도 춘천시 대양당길 23,강원특별자치도 춘천시 후평동 803-2,43,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.877321,127.753867,N,2025-11-21,4181000,강원특별자치도 춘천시
250-2-000073,낙원문화공원,공영,노외,,강원특별자치도 춘천시 중앙로2가 48,46,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.877375,127.7234953,Y,2025-11-21,4181000,강원특별자치도 춘천시
250-1-000005,후평2동사무소-한신A,공영,노상,강원특별자치도 춘천시 부안길6번길 45,강원특별자치도 춘천시 후평동 792-1,33,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.87749978,127.750478,N,2025-11-21,4181000,강원특별자치도 춘천시
252-2-000094,도깨비쉼터 공영주차장,공영,노외,,강원특별자치도 강릉시 주문진읍 교항리 48-202,19,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 강릉시청 교통과,,37.8785638033,128.8341863536,,2025-11-13,4201000,강원특별자치도 강릉시
250-2-000033,은하수거리,공영,노외,강원특별자치도 춘천시 후석로 308,강원특별자치도 춘천시 후평동 67-7,105,3,미시행,평일+토요일+공휴일,08:00,20:00,00:00,23:59,00:00,23:59,혼합,30,600,10,300,0,0,75000,현금+신용카드,국가유공자+장애인+고엽제후휴의증+임산부+저공해자동차+경차 할인,강원특별자치도 춘천시청,033-250-3316,37.87882192,127.7511338,Y,2025-11-21,4181000,강원특별자치도 춘천시
250-2-000035,낙원노외,공영,노외,,강원특별자치도 춘천시 낙원동 63-3,30,3,미시행,평일+토요일+공휴일,08:00,20:00,00:00,23:59,00:00,23:59,혼합,30,600,10,300,0,0,75000,현금+신용카드,국가유공자+장애인+고엽제후휴의증+임산부+저공해자동차+경차 할인,강원특별자치도 춘천시청,033-250-3316,37.879224,127.725351,Y,2025-11-21,4181000,강원특별자치도 춘천시
250-2-000085,교동초 앞,공영,노외,,강원특별자치도 춘천시 교동 113-12,10,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.879442,127.737386,N,2025-11-21,4181000,강원특별자치도 춘천시
250-2-000071,교동,공영,노외,,강원특별자치도 춘천시 교동 113-326,76,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.879486,127.739019,Y,2025-11-21,4181000,강원특별자치도 춘천시
250-2-000076,구 공무원아파트,공영,노외,,강원특별자치도 춘천시 후평동 688,70,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.879924,127.745293,Y,2025-11-21,4181000,강원특별자치도 춘천시
250-2-000030,춘천시청,공영,노외,강원특별자치도 춘천시 시청길 11,강원특별자치도 춘천시 옥천동 111-1,492,3,미시행,평일+토요일+공휴일,07:00,22:00,07:00,22:00,07:00,22:00,혼합,30,600,10,300,0,0,75000,현금+신용카드,국가유공자+장애인+고엽제후휴의증+임산부+저공해자동차+경차 할인,강원특별자치도 춘천시청,033-250-3316,37.881388,127.729773,Y,2025-11-21,4181000,강원특별자치도 춘천시
250-1-000016,시청후문,공영,노상,강원특별자치도 춘천시 시청길 11,강원특별자치도 춘천시 옥천동 111-1,6,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.881388,127.729773,N,2025-11-21,4181000,강원특별자치도 춘천시
250-1-000018,춘천시농협,공영,노상,강원특별자치도 춘천시 중앙로 37,강원특별자치도 춘천시 중앙로1가 73,6,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.881447,127.728507,N,2025-11-21,4181000,강원특별자치도 춘천시
250-1-000020,안생약국,공영,노상,강원특별자치도 춘천시 금강로 39,강원특별자치도 춘천시 낙원동 27-1,29,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.881543,127.726184,N,2025-11-21,4181000,강원특별자치도 춘천시
250-1-000021,요선동 이모집,공영,노상,강원특별자치도 춘천시 서부대성로48번길 20,"강원특별자치도 춘천시 요선동 14-5, 기업은행 뒤",21,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.881564,127.727495,N,2025-11-21,4181000,강원특별자치도 춘천시
250-1-000001,강원일보,공영,노상,강원특별자치도 춘천시 중앙로 31,강원특별자치도 춘천시 중앙로1가 60-1,25,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.881985,127.729014,N,2025-11-21,4181000,강원특별자치도 춘천시
215-1-000022,(구)전자랜드 앞,공영,노상,경기도 동두천시 동두천로 9,경기도 동두천시 송내동 695-4,14,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.8822938,127.0539543,N,2025-11-07,3920000,경기도 동두천시
250-2-000051,소양노외,공영,노외,,강원특별자치도 춘천시 요선동 208-1,14,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.88231585,127.726152,N,2025-11-21,4181000,강원특별자치도 춘천시
250-1-000015,소양동사-강원공업사,공영,노상,강원특별자치도 춘천시 금강로 11,강원특별자치도 춘천시 소양로3가 175-5,26,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.8824403,127.724006,N,2025-11-21,4181000,강원특별자치도 춘천시
250-2-000028,옥천지구,공영,노외,,강원특별자치도 춘천시 옥천동 14-31,67,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.88252042,127.731844,Y,2025-11-21,4181000,강원특별자치도 춘천시
250-2-000027,춘천시청 별관,공영,노외,강원특별자치도 춘천시 삭주로 3,강원특별자치도 춘천시 교동 36,185,3,미시행,평일+토요일+공휴일,08:00,20:00,00:00,23:59,00:00,23:59,혼합,30,600,10,300,0,0,75000,현금+신용카드,국가유공자+장애인+고엽제후휴의증+임산부+저공해자동차+경차+전통시장이용자 할인,강원특별자치도 춘천시청,033-250-3316,37.882612,127.733116,Y,2025-11-21,4181000,강원특별자치도 춘천시
215-2-000023,송내3주차장,공영,노외,,경기도 동두천시 송내동 676,21,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.8826288,127.053493,N,2025-11-07,3920000,경기도 동두천시
250-1-000010,토우시장뒤,공영,노상,강원특별자치도 춘천시 춘천로309번길 8,강원특별자치도 춘천시 후평동 705-3,20,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.882738,127.746954,N,2025-11-21,4181000,강원특별자치도 춘천시
215-2-000030,송내지구 공영주차장,공영,노외,경기도 동두천시 중앙로33번길 67-82,경기도 동두천시 송내동 681,97,2,미시행,평일+토요일,09:00,20:00,09:00,20:00,00:00,00:00,유료,120,0,10,400,,4000,40000,현금+신용카드,경차+장애인차량할인+2시간이내 무료주차,경기도 동두천시 시설관리공단,031-865-6004,37.88279313,127.0523069,Y,2025-11-07,3920000,경기도 동두천시
250-1-000014,삼보장-소양성결교회,공영,노상,강원특별자치도 춘천시 서부대성로43번길 4,"강원특별자치도 춘천시 요선동 5-10, 오띠모 모텔",8,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.883519,127.7280301,N,2025-11-21,4181000,강원특별자치도 춘천시
252-2-000095,주문진항 관광지 공영주차장,공영,노외,,강원특별자치도 강릉시 주문진읍 교항리 1089-74,54,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 강릉시청 교통과,,37.8836778008,128.8297118576,,2025-11-13,4201000,강원특별자치도 강릉시
252-2-000090,주문진 터미널 오거리 주차장,공영,노외,,강원특별자치도 강릉시 주문진읍 교항리 328-2,45,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 강릉시청 교통과,,37.8838061122,128.8241102958,,2025-11-13,4201000,강원특별자치도 강릉시
250-2-000064,요선 노외,공영,노외,,강원특별자치도 춘천시 소양로2가 122-27,40,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.883873,127.725944,Y,2025-11-21,4181000,강원특별자치도 춘천시
215-2-000036,송내2주차장,공영,노외,,경기도 동두천시 송내동 689,20,2,미시행,평일+토요일,09:00,20:00,09:00,20:00,00:00,00:00,유료,120,0,10,400,,4000,,현금+신용카드,경차+장애인차량할인+2시간이내 무료주차,경기도 동두천시 시설관리공단,031-860-2293,37.88417814,127.0507834,N,2025-11-07,3920000,경기도 동두천시
252-2-000098,주문진 교항5리 교항원길 주차장,공영,노외,,강원특별자치도 강릉시 주문진읍 교항리 1106,7,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 강릉시청 교통과,,37.8843329882,128.8226407086,,2025-11-13,4201000,강원특별자치도 강릉시
250-1-000013,시민회관뒤,공영,노상,강원특별자치도 춘천시 서부대성로47번길 16,강원특별자치도 춘천시 요선동 2-11,9,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.884375,127.728912,N,2025-11-21,4181000,강원특별자치도 춘천시
250-2-000075,서부시장 뒤,공영,노외,,강원특별자치도 춘천시 소양로2가 153-2,26,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.884559,127.724359,Y,2025-11-21,4181000,강원특별자치도 춘천시
250-1-000003,외환은행뒤,공영,노상,,강원특별자치도 춘천시 근화동 187,15,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.884818,127.718364,N,2025-11-21,4181000,강원특별자치도 춘천시
252-2-000089,신리천 둔치 주차장,공영,노외,,강원특별자치도 강릉시 주문진읍 교항리 1252-14,144,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 강릉시청 교통과,,37.8849695,128.8280273279,,2025-11-13,4201000,강원특별자치도 강릉시
252-1-000023,주문진읍 교항리 139-1번지 노상주차장,공영,노상,,강원특별자치도 강릉시 주문진읍 교항리 139-1,57,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 강릉시청 교통과,,37.8850029346,128.8245617601,,2025-11-13,4201000,강원특별자치도 강릉시
252-2-000092,주문진 주차장,공영,노외,,강원특별자치도 강릉시 주문진읍 교항리 130-11,47,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 강릉시청 교통과,,37.8864294549,128.8255436549,,2025-11-13,4201000,강원특별자치도 강릉시
250-1-000009,소양정비-오리온제과,공영,노상,,강원특별자치도 춘천시 근화동 709,6,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.888081,127.708092,N,2025-11-21,4181000,강원특별자치도 춘천시
252-2-000096,주문진읍 피난촌 주차장,공영,노외,,강원특별자치도 강릉시 주문진읍 교항리 259,54,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 강릉시청 교통과,,37.8889329382,128.8240636986,,2025-11-13,4201000,강원특별자치도 강릉시
250-2-000065,소양강 공영주차장,공영,노외,,강원특별자치도 춘천시 근화동 786-4,40,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.889584,127.720304,N,2025-11-21,4181000,강원특별자치도 춘천시
235-1-000005,삼육사로노상주차장,공영,노상,,경기도 양주시 남면 신산리 산 18-1,62,1,미시행,평일+토요일+공휴일,09:00,23:59,09:00,23:59,09:00,23:59,무료,0,0,0,0,0,0,0,무료,,경기도 양주시청,031-8082-6624,37.88978081,126.9758388,,2025-07-31,5590000,경기도 양주시
250-1-000011,구)지성병원건너,공영,노상,강원특별자치도 춘천시 소양로183번길 8,강원특별자치도 춘천시 소양로1가 96-18,29,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,강원특별자치도 춘천시청,033-250-3316,37.889983,127.724609,N,2025-11-21,4181000,강원특별자치도 춘천시
